# 1D z+ on bottom wall (n-projection), 2nd-order FD pipeline
# generated by 12.phase3_compute_zplus_spanavg_2nd.py
# source tau   : 25.Re5600_j257_bottomtauwall_spanavg_2nd.dat
# Re           = 5600
# z_plus(j) = Re * u_tau_local(j) * d_n(j)
TITLE     = "1D z+ on bottom wall (n-projection)"
VARIABLES = "j" "y" "z" "tau_local" "u_tau_local" "dy_step" "dz_step" "n_y" "n_z" "d_n_proj" "z_plus_proj"
ZONE T="bottom_zplus_1d_n-projection", I=257, F=POINT
DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE)
 235 8.483160806000001e+00 8.442046857000000e-01 4.551309466074600e-03 6.746339352622724e-02 -7.354633000000277e-03 9.554229000000025e-03 -6.142653828218066e-01 7.890995117643775e-01 1.205693389444414e-02 4.555049385827318e+00
 236 8.507744229000000e+00 8.629816369000000e-01 4.983722406074008e-03 7.059548431786559e-02 -6.953753999999535e-03 9.472368000000064e-03 -5.991723026078201e-01 8.006201045362543e-01 1.175026505431398e-02 4.645287653286487e+00
 237 8.532329474000001e+00 8.809631199000000e-01 5.439147222727004e-03 7.375057438913275e-02 -6.558991000000347e-03 9.393974700000030e-03 -5.808294152722527e-01 8.140253008073477e-01 1.145658798825031e-02 4.731607690169355e+00
 238 8.556958675000001e+00 8.980507636000000e-01 5.913585837520731e-03 7.689984289659330e-02 -6.141233000001023e-03 9.319478300000017e-03 -5.583890611005602e-01 8.295792044423695e-01 1.116044272280229e-02 4.806123235423573e+00
 239 8.581634258999999e+00 9.141056151000000e-01 6.332088041654385e-03 7.957441826148895e-02 -5.718477000000277e-03 9.249484400000063e-03 -5.313719219298538e-01 8.471386430712350e-01 1.087423377772642e-02 4.845740630651275e+00
 240 8.606159471000000e+00 9.288699513999999e-01 6.675813092674076e-03 8.170564908667011e-02 -5.168223000000083e-03 9.185117300000045e-03 -4.991107280993981e-01 8.665382167545115e-01 1.053877071033315e-02 4.822031768194801e+00
 241 8.630732919000000e+00 9.423443604000000e-01 6.809901345755623e-03 8.252212640107878e-02 -4.617352000000352e-03 9.126373399999999e-03 -4.612052076459074e-01 8.872935007314635e-01 1.022731859100292e-02 4.726288434060735e+00
 242 8.655366317000000e+00 9.543945573000000e-01 6.638143863844630e-03 8.147480508626351e-02 -4.056551999999769e-03 9.073838800000011e-03 -4.160614780840126e-01 9.093364869257952e-01 9.938947718367544e-03 4.534733437452731e+00
 243 8.680058619000000e+00 9.648718077000000e-01 6.038833665309072e-03 7.770993286130848e-02 -3.508806000001030e-03 9.028161299999948e-03 -3.635762816039069e-01 9.315644301147811e-01 9.686032574768626e-03 4.215125270035214e+00
 244 8.704624219999999e+00 9.736277155000000e-01 5.053401050255433e-03 7.108727769619141e-02 -2.908194999999836e-03 8.989988499999990e-03 -3.080361927633424e-01 9.513746391132490e-01 9.448676380433087e-03 3.761411817616833e+00
 245 8.729223733000000e+00 9.808419993000000e-01 3.882861686115091e-03 6.231261257654899e-02 -2.366541999998972e-03 8.958536999999933e-03 -2.549208660598207e-01 9.669619186127812e-01 9.265845061690202e-03 3.233322475731215e+00
 246 8.753860373000000e+00 9.866556171000000e-01 2.761241038559399e-03 5.254751220142966e-02 -1.890816999999601e-03 8.933191399999929e-03 -2.048873406893887e-01 9.787855626362857e-01 9.131083237446765e-03 2.686967963859221e+00
 247 8.778503571000000e+00 9.912076104000000e-01 1.818427444229455e-03 4.264302339456544e-02 -1.473109999999167e-03 8.913346599999983e-03 -1.591126650552786e-01 9.872604316080974e-01 9.034184869408001e-03 2.157371757727169e+00
 248 8.803113259000000e+00 9.946411299000000e-01 1.102239635482947e-03 3.319999451028489e-02 -1.094411000000406e-03 8.898377099999966e-03 -1.177604589292505e-01 9.930420304865109e-01 8.965340805035905e-03 1.666835886856141e+00
 249 8.827720892000000e+00 9.971056868000000e-01 5.927017771286232e-04 2.434546728096676e-02 -7.724989999999821e-04 8.887633199999967e-03 -8.332726352522409e-02 9.965222361560216e-01 8.921094338344437e-03 1.216253977817661e+00
 250 8.852337033000000e+00 9.987944262000000e-01 2.705899457698526e-04 1.644961840803161e-02 -5.028389999992555e-04 8.880269800000007e-03 -5.339837548950156e-02 9.985732889953957e-01 8.894451007085217e-03 8.193378200867122e-01
 251 8.876952164000000e+00 9.997359941000000e-01 5.430174608454934e-05 7.368971847181216e-03 -2.802969999997629e-04 8.876164899999872e-03 -2.250313865617030e-02 9.997467723131799e-01 8.880224771550316e-03 3.664535074938949e-01
 252 8.901562751000000e+00 9.999944529000000e-01 1.093024826088615e-04 1.045478276239451e-02 -1.240360000007712e-04 8.875039100000093e-03 -2.911569836988189e-03 9.999957613715592e-01 8.875362621483253e-03 5.196239336124688e-01
 253 8.926172220000000e+00 1.000007403000000e+00 2.092232245490823e-04 1.446455061690761e-02 -4.656800000013561e-05 8.874983000000114e-03 7.702954028852573e-04 9.999997033224522e-01 8.874944495875598e-03 7.188836697438938e-01
 254 8.950781149999999e+00 9.999955997000000e-01 2.349483668810932e-04 1.532802553759267e-02 -1.619199999858267e-05 8.875034300000029e-03 1.568674165929090e-05 9.999999998769631e-01 8.875034044908352e-03 7.618057915292139e-01
 255 8.975390681000000e+00 1.000002018000000e+00 2.142720365899820e-04 1.463803390452358e-02 -5.042999999815834e-06 8.875006000000019e-03 -1.573315300842779e-04 9.999999876233947e-01 8.875006683580478e-03 7.275108329278969e-01
 256 9.000000000000000e+00 9.999996597000000e-01 1.958133319889642e-04 1.399333169723937e-02 -3.192999999512836e-06 8.875016299999983e-03 -5.621194665822772e-09 1.000000000000000e+00 8.875016300017932e-03 6.954698626655194e-01
